chart_4_series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values (currency format))-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(chart_4_tooltip_variable_text2)-alias,ATTR(rolling_tooltip_text)-alias,ATTR(chart_4_tooltip_variable_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Series tooltip)-alias,ATTR(Series tooltip)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Series (copy)_147492889927708672:nk]-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias
Total benefit,Total,0,559332735.35,559332735.35,559332735.35,2015-06-01 00:00:00,June 2015,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,572766704.85,572766704.85,572766704.85,2015-07-01 00:00:00,July 2015,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,586275560.05,586275560.05,586275560.05,2015-08-01 00:00:00,August 2015,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,566684724.45,566684724.45,566684724.45,2015-09-01 00:00:00,September 2015,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,557797035.55,557797035.55,557797035.55,2015-10-01 00:00:00,October 2015,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,548961844.65,548961844.65,548961844.65,2015-11-01 00:00:00,November 2015,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,493150589.3,493150589.3,493150589.3,2015-12-01 00:00:00,December 2015,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,491920428.85,491920428.85,491920428.85,2016-01-01 00:00:00,January 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,579567050.65,579567050.65,579567050.65,2016-02-01 00:00:00,February 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,581211118.75,581211118.75,581211118.75,2016-03-01 00:00:00,March 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,597406155.85,597406155.85,597406155.85,2016-04-01 00:00:00,April 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,630310910.9,630310910.9,630310910.9,2016-05-01 00:00:00,May 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,579964940.1,579964940.1,579964940.1,2016-06-01 00:00:00,June 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,558942116.6,558942116.6,558942116.6,2016-07-01 00:00:00,July 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,644777796.25,644777796.25,644777796.25,2016-08-01 00:00:00,August 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,589605940.4,589605940.4,589605940.4,2016-09-01 00:00:00,September 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,577731393.8,577731393.8,577731393.8,2016-10-01 00:00:00,October 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,604857688.2,604857688.2,604857688.2,2016-11-01 00:00:00,November 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,507861237.75,507861237.75,507861237.75,2016-12-01 00:00:00,December 2016,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,535386626.85,535386626.85,535386626.85,2017-01-01 00:00:00,January 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,575473437,575473437,575473437,2017-02-01 00:00:00,February 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,648996147.3,648996147.3,648996147.3,2017-03-01 00:00:00,March 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,549910115.7,549910115.7,549910115.7,2017-04-01 00:00:00,April 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,682556120.45,682556120.45,682556120.45,2017-05-01 00:00:00,May 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,611877326.4,611877326.4,611877326.4,2017-06-01 00:00:00,June 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,608537844.75,608537844.75,608537844.75,2017-07-01 00:00:00,July 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,683789275.25,683789275.25,683789275.25,2017-08-01 00:00:00,August 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,611238566,611238566,611238566,2017-09-01 00:00:00,September 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,625180680.05,625180680.05,625180680.05,2017-10-01 00:00:00,October 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,628477880.3,628477880.3,628477880.3,2017-11-01 00:00:00,November 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,512385510.7,512385510.7,512385510.7,2017-12-01 00:00:00,December 2017,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,581760136.6,581760136.6,581760136.6,2018-01-01 00:00:00,January 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,602913751.65,602913751.65,602913751.65,2018-02-01 00:00:00,February 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,634133197.45,634133197.45,634133197.45,2018-03-01 00:00:00,March 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,606439936.75,606439936.75,606439936.75,2018-04-01 00:00:00,April 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,727197179.7,727197179.7,727197179.7,2018-05-01 00:00:00,May 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,612195870.35,612195870.35,612195870.35,2018-06-01 00:00:00,June 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,635797029.5,635797029.5,635797029.5,2018-07-01 00:00:00,July 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,677557425.9,677557425.9,677557425.9,2018-08-01 00:00:00,August 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,603388349.25,603388349.25,603388349.25,2018-09-01 00:00:00,September 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,660723253.2,660723253.2,660723253.2,2018-10-01 00:00:00,October 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,645101851.65,645101851.65,645101851.65,2018-11-01 00:00:00,November 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,521662781.55,521662781.55,521662781.55,2018-12-01 00:00:00,December 2018,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,598789861.35,598789861.35,598789861.35,2019-01-01 00:00:00,January 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,623922117.5,623922117.5,623922117.5,2019-02-01 00:00:00,February 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,660001865,660001865,660001865,2019-03-01 00:00:00,March 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,626801494.8,626801494.8,626801494.8,2019-04-01 00:00:00,April 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,761864857.8,761864857.8,761864857.8,2019-05-01 00:00:00,May 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,637963335.55,637963335.55,637963335.55,2019-06-01 00:00:00,June 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,692139232.65,692139232.65,692139232.65,2019-07-01 00:00:00,July 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,685987614.85,685987614.85,685987614.85,2019-08-01 00:00:00,August 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,640872790.95,640872790.95,640872790.95,2019-09-01 00:00:00,September 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,671348075.45,671348075.45,671348075.45,2019-10-01 00:00:00,October 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,636529747.1,636529747.1,636529747.1,2019-11-01 00:00:00,November 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,550609952,550609952,550609952,2019-12-01 00:00:00,December 2019,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,604906766.6,604906766.6,604906766.6,2020-01-01 00:00:00,January 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,636454345.6,636454345.6,636454345.6,2020-02-01 00:00:00,February 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,694689359.7,694689359.7,694689359.7,2020-03-01 00:00:00,March 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,775677058.2,775677058.2,775677058.2,2020-04-01 00:00:00,April 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,773765930.85,773765930.85,773765930.85,2020-05-01 00:00:00,May 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,791401957.7,791401957.7,791401957.7,2020-06-01 00:00:00,June 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,811774224.4,811774224.4,811774224.4,2020-07-01 00:00:00,July 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,775846719.25,775846719.25,775846719.25,2020-08-01 00:00:00,August 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,782472605.1,782472605.1,782472605.1,2020-09-01 00:00:00,September 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,692930864.15,692930864.15,692930864.15,2020-10-01 00:00:00,October 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,692478761.95,692478761.95,692478761.95,2020-11-01 00:00:00,November 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,622162504.55,622162504.55,622162504.55,2020-12-01 00:00:00,December 2020,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,618635600,618635600,618635600,2021-01-01 00:00:00,January 2021,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,681840606.05,681840606.05,681840606.05,2021-02-01 00:00:00,February 2021,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,"On 26 February 2021 GP attendance items were introduced for assessing a patient's suitability for a COVID-19 vaccine. It is a requirement that these items are bulk billed. In addition, bulk billing incentives are not payable for these items.",0,In Aus,0,Australia,0,0,0,0
Total benefit,Total,0,772517155.85,772517155.85,772517155.85,2021-03-01 00:00:00,March 2021,0,0,, ,for bulk billed GP attendances (including related incentive items),%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
